"","Record_No","Status","Expiration_Date","DBA","Owner / Community_Name","Location_Address","Zip_Code","Mailing_Address","County","Community_Phone","Total_#_Sites","Issued_Date","Operator_Name","Operator_Phone","Operator_email","House district","Senate district","latitude","longitude"
"877","1201420","Issued",2027-10-01,NA,"HIDDEN CREEK COMMUNITY LLC","4790 HIDDEN CREEK DR, HOLLAND MI 49423","49423","4637 60TH ST, HOLLAND, MI 49423","ALLEGAN","No Phone","212","08/03/2016","KEN LONG","6162189435","ken@hiddencreekcommunity.com","043","31",42.768163696289,-86.061896274826
"878","1200441","Issued",2027-10-01,NA,"HOLIDAY HAVEN TRAILER PARK ASSOCIATION","2250 OTTAWA BEACH ROAD, HOLLAND, MI 49424","49424","5449 EAST PALM DALE CT. SW, WYOMING, MI 49519","OTTAWA","616-240-4825","45","04/13/1979","STEVE LEQUIA","6162404825","lequia2@gmail.com","086","31",42.776470036607,-86.200323154312
"879","1200841","Issued",2027-10-01,"LEISURE ESTATE/VILLAGE MHC","HOLLAND LEISURE ASSOCIATES LIMITED PARTNERSHIP","523 BUTTERNUT DRIVE, HOLLAND MI 49424","49424","31550 NORTHWESTERN HIGHWAY SUITE 200, FARMINGTON HILLS, MI 48334","OTTAWA","6163992743","438","09/21/1979","GARY W GRIGLAK","2487371472","GGRIGLAK@LAUTRECLTD.COM","086","31",42.814091538458,-86.121542652194
"880","1201344","Issued",2027-10-01,NA,"LAKEVIEW MOBILE PARK LLC","401 HOWARD AVE, HOLLAND MI 49424","49424","4767 44TH ST #26, HOLLAND, MI 49423","OTTAWA","No Phone","38","03/21/2012","CURTIS MAX DEJONGE JR","6163923498",NA,"086","31",42.796662041357,-86.126238026715
"881","1201758","Issued",2027-10-01,NA,"WINDMILL ESTATES LLC","333 E LAKEWOOD BLVD, HOLLAND MI 49424","49424","51 W CENTER STREET, STE. 600, OREM, UT 84057","OTTAWA","9155265308","399","04/23/2020","ROBISON PRATT","9155265308","notices@havenparkmgmt.com","086","31",42.80517663006,-86.094005669511
"882","1200447","Issued",2027-10-01,NA,"PINE ISLAND LAKE RECREATION PARK, INC","3768 PINE ISLAND DR., LOT 9, HOLTON, MI 49425","49425","4402 W 72ND ST, FREMONT, MI 49412","MUSKEGON","2318286276","30","04/13/1979","DOUGLAS C DERBY","2318286276","dderby3@hotmail.com","102","32",43.412586326554,-86.149057476204
"883","1201134","Issued",2027-10-01,"WEST PINE ISLAND","DERBY BROTHERS COMPANY","3534 PINEWOOD TRAIL, HOLTON, MI 49425","49425","3774 PINE ISLAND DR, HOLTON, MI 49425","MUSKEGON","2317264901","30","09/07/1993","DOUGLAS C DERBY","2317264901",NA,"102","32",43.411266630148,-86.154923029117
"884","1200495","Issued",2027-10-01,"PRESIDENTIAL ESTATES","SUN SECURED FINANCING LLC","5075 PRESIDENTIAL LANE, HUDSONVILLE, MI 49426","49426","27777 FRANKLIN RD STE 300, SOUTHFIELD, MI 48034","OTTAWA","2482082500","364","04/25/1979","BRUCE THELEN","2482082500","LICENSING@SUNCOMMUNITIES.COM","085","31",42.861348247557,-85.849550564703
"885","1201178","Issued",2027-10-01,"COUNTRY HILLS VILLAGE","COUNTRY HILLS VILLAGE MOBILE HOME PARK LLC","2200 RILEY STREET, JAMESTOWN, MI 49427","49427","27777 FRANKLIN RD STE 300, SOUTHFIELD, MI 48034","OTTAWA","No Phone","239","04/28/1997","BRUCE THELEN","2482082500","LICENSING@SUNCOMMUNITIES.COM","043","31",42.82569600764,-85.837314904414
"886","1201124","Issued",2027-10-01,"BROOKSHIRE MEADOWS WEST, INC","DAVID W MAIER","1501 PORT SHELDON RD., JENISON, MI 49428","49428","PO BOX 989, JENISON, MI 49429-0989","OTTAWA","6164576900","93","07/10/1992","DAVID W MAIER","616 299 7731","DAVIDMAIER7731@GMAIL.COM","085","31",42.887914758851,-85.819707209426
"887","1200773","Issued",2027-10-01,"TAMARAC VILLAGE","TAMARAC VILLAGE MOBILE HOME PARK LLC","2875 NORTH LAKESHORE DRIVE, LUDINGTON, MI 49431","49431","27777 FRANKLIN RD STE 300, SOUTHFIELD, MI 48034","MASON","No Phone","349","08/24/1979","BRUCE THELEN","2482082500","licensing@suncommunities.com","102","32",44.006431262943,-86.460902610077
"888","1200905","Issued",2027-10-01,NA,"LAMANS LANDING RESORT INC","6100 BEAUNE RD., LUDINGTON, MI 49431","49431","1419 S 72ND AVE, SHELBY, MI 49455","MASON","2318438386","32","10/12/1979","STEVEN J HEYKOOP","231-907-0603","steve@lamanslanding.com","102","32",44.06562757402,-86.408970517297
"889","1201196","Issued",2027-10-01,NA,"HIDDEN FOREST MHP LLC","3626 W. HIDDEN FOREST DRIVE, LUDINGTON, MI 49431","49431","317 GARDEN AVE, HOLLAND, MI 49424","MASON","No Phone","119","10/22/1998","KEVIN J KAMMERAAD","6163929200",NA,"102","32",43.95955064984,-86.372632201003
"890","1201360","Issued",2027-10-01,"HERITAGE HILLS MOBILE HOME ESTATES","BLACK SWAMP LAND COMPANY","3677 SOUTH PERE MARQUETTE HWY., LUDINGTON, MI 49431","49431","19908 72 AVENUE, BRITISH COLUMBIA, CA V2Y3G1","MASON","No Phone","30","12/18/2015","ALBERT MILLS","8886370885","heritagehillsmhp@gmail.com","102","32",43.890656351061,-86.400457102061
"891","1201849","Issued",2027-10-01,NA,"LUDINGTON MHP LLC","5040 RASMUSSEN ROAD, LUDINGTON MI 49431","49431","PO BOX 620130, OVIEDO, FL 32762","MASON","4079004841","70","07/02/2021","ANDREW KEEL","407-461-9451","andrew@keelteam.com","102","32",43.975809069339,-86.406256792325
"892","1200564","Issued",2027-10-01,"COUNTRY VILLAGE MHP","HEMLOCK HOLDINGS LLC","14624 32ND AVENUE, MARNE, MI 49435","49435","610 4 MILE RD NW, COMSTOCK PARK, MI 49321","OTTAWA","6163183426","31","05/15/1979","LUKE T VANDENBERG","6163184263",NA,"089","30",43.035084690449,-85.867024066796
"893","1201926","Issued",2027-10-01,NA,"BEL AIR ESTATES MHP, LLC","2481 W SHERMAN BLVD., NORTON SHORES MI 49441","49441","169 MADISON AVE STE 38115, NEW YORK, NY 10016","MUSKEGON","231-408-3477","116","04/05/2022","MICHELLE OPPELT","901-245-7602","michelle@openmgmt.com","088","32",43.205570002648,-86.304969958172
"894","1202041","Issued",2027-10-01,"ELLIS LANDING","ELLIS LANDING MHC LLC","1283 E. Ellis Road, Norton Shores MI 49441","49441","129 E FRONT STREET, STE. 200, TRAVESE CITY, MI 49684","MUSKEGON","6168422030","47","08/16/2023","W TURNER BOOTH","4433792525","tbooth@cochranbooth.com","088","32",43.160858542268,-86.213950368675
"895","1200415","Issued",2027-10-01,"APPLE CARR VILLAGE","APPLE CARR VILLAGE MOBILE HOME PARK LLC","516 COURTLAND, MUSKEGON, MI 49442","49442","27777 FRANKLIN RD STE 300, SOUTHFIELD, MI 48034","MUSKEGON","No Phone","716","04/06/1979","BRUCE THELEN","2482082500","LICENSING@SUNCOMMUNITIES.COM","089","32",43.241866996159,-86.123809034994
"896","1200489","Issued",2027-10-01,NA,"ARLINGTON ESTATES, LLC","3785 EVANSTON AVE, MUSKEGON MI 49442","49442","3785 EVANSTON AVE, MUSKEGON, MI 49442","MUSKEGON","2317988586","660","04/24/1979","DAVE POTTER","2317988586","dpotter@arlingtonwoods.us","087","32",43.208794688438,-86.148759194719
"897","1200938","Issued",2027-10-01,NA,"MAPLE ISLAND ESTATES","7321 WHITE RD LOT 74, MUSKEGON, MI 49442","49442","7321 WHITE ROAD #74, MUSKEGON, MI 49442","MUSKEGON","2317882213","128","10/04/1979","JOSH REBEDEW","6168379793","JDEW32@GMAIL.COM","089","32",43.26253668557,-86.065035549023
"898","1201086","Issued",2027-10-01,NA,"EGELCRAFT, LLC","2035 EAST IRONWOOD COURT, MUSKEGON, MI 49442","49442","27777 FRANKLIN RD STE 200, SOUTHFIELD, MI 48034","MUSKEGON","No Phone","462","02/03/1989","JOHN B MCLAREN","2482082500",NA,"089","32",43.216805608578,-86.141066954537
"899","1200410","Issued",2027-10-01,"OAKS MOBILE HOME PARK, THE","OAKTRAIL ASSOCIATES","3240 GETTY STREET, MUSKEGON, MI 49444","49444","2804 ORCHARD LAKE RD STE 203, KEEGO HARBOR, MI 48320","MUSKEGON","2485148128","172","04/06/1979","TODD ROSENZWEIG","248 514 8128","todd@squarelakegroup.com","087","32",43.193145800937,-86.222272927976
"900","1200636","Issued",2027-10-01,NA,"CLOVER MHC MI LLC","3239 CLOVER PKWY, MUSKEGON MI 49444","49444","9515 HILLWOOD DRIVE, LAS VEGAS, NV 89134","MUSKEGON","2317773797","223","06/19/1979","EMILY WISURI","7025416378","compliance@osprey-management.com","089","32",43.192582998049,-86.149948000046
"901","1201366","Issued",2027-10-01,NA,"NORTON SHORES MHP, LLC","3290 S GETTY ST, NORTON SHORES MI 49444","49444","9450 SW GEMINI DR PMB 7838960, BEAVERTON, OR 97008","MUSKEGON","2317692011","41","12/30/2015","MATT MATYAS","2317692011","NORTONSHOREMHP@GMAIL.COM","087","32",43.19240199085,-86.22460997022
"902","1201823","Issued",2027-10-01,NA,"CC NOMAD PROPERTY LLC","2701 HUIZENGA SREET, NORTH SHORES MI 49444","49444","PO BOX 7008, BLOOMFIELD HILLS, MI 48302","MUSKEGON","2317334358","111","03/26/2021","JEFFREY DAVIDSON","2487783198","jdavidson@cambiomhc.com","087","32",43.203191008979,-86.22087801165
"903","1202073","Issued",2027-10-01,NA,"YES NORTON SHORES LLC","3223 BAILEY STREET, NORTON SHORES MI 49444","49444","5050 S SYRACUSE ST  STE 1200, DENVER, CO 80237","MUSKEGON","2317331077","656","01/24/2024","JOSHUA SONNE","3034837300","businesslicensing@yescommunities.com","087","32",43.193008421544,-86.211813067185
"904","1201745","Issued",2027-10-01,NA,"PARK MEADOWS HOLDINGS LLC","210 E GILES ROAD, MUSKEGON MI 49445","49445","16925 GEORGINA, BEVERLY HILLS, MI 48025","MUSKEGON","2317441300","300","03/23/2020","LYNN GRANATA","2484109020","lynn@harmonycommunities.com","087","32",43.281882495285,-86.240085478053
"905","1201891","Issued",2027-10-01,NA,"SHADY OAKS PARK MHP LLC","1977 WHITEHALL ROAD, MUSKEGON MI 49445","49445","PO BOX 249, ,  77 ENGLE STREETENGLEWOOD, NJ 07631","MUSKEGON","6467794400","23","12/16/2021","BRYON FIELDS","6467794400","FinancialOperations@ourhomesofamerica.com","087","32",43.291173960683,-86.262035586993
"906","1201914","Issued",2027-10-01,"COUNTRY VIEW MOBILE HOME COMMUNITY","COUNTRY VIEW MHC LLC","19311 US-12, EDWARDSBURG MI 49445","49445","2130 N GETTY STREET, MUSKEGON, MI 49445","CASS","2693010099","42","02/22/2022","DEVON ADAIR","2315710572","dsapropertysolutions1@gmail.com","036","17",41.767016650069,-85.941686539884
"907","1202052","Issued",2027-10-01,"CROCKERY MHC","NP SPRING LAKE LLC","13251 STATE ROAD, NUNICA MI 49448","49448","38505 WOODWARD AVE., STE. 275, BLOOMFIELD HILLS, MI 48304","OTTAWA","2483551550","165","09/29/2023","JORDAN NODEL","2483551550","patty@nodelparks.com","088","31",43.092392810198,-86.118530866745
"908","1200684","Issued",2027-10-01,NA,"LAKEWOOD MOBILE HOME PARK LLC","SANDS STREET AT RUSH STREET, PENTWATER, MI 49449","49449","79 N WYTHE ST BOX 73, PENTWATER, MI 49449","OCEANA","2318698671","40","06/29/1979","MARY JO TODD","2318698671",NA,"102","32",43.787168010039,-86.42821603754
"909","1201897","Issued",2027-10-01,NA,"CRICKLEWOOD MHP LLC","23604 36TH AVE, RAVENNA MI 49451","49451","PO BOX 249, ENGLEWOOD, NJ 07631","OTTAWA","7042998878","62","12/21/2021","BRYON FIELDS","7042998878","FinancialOperations@ourhomesofamerica.com","089","33",43.199339147284,-85.877815850953
"910","1201621","Issued",2027-10-01,NA,"GREENLAWN MOBILE HOME COURT LLC","2725 E FOREST, ROTHBURY MI 49452","49452","P.O. BOX 204, PIERSON, MI 49339","OCEANA","6166082225","40","01/15/2019","KURT HOFSTRA","6166082225","greenlawnmhc@gmail.com","102","32",43.50546368561,-86.345979425286
"911","1200727","Issued",2027-10-01,NA,"HOLIDAY VILLAGE OF SCOTTVILLE, INC","1701 W. U.S. 10, SCOTTVILLE, MI 49454","49454","1701 W US 10, SCOTTVILLE, MI 49454","MASON","2317579808","74","07/24/1979","DEBRA A FITCH","2317579808",NA,"102","32",43.955454421412,-86.321901450088
"912","1201317","Issued",2027-10-01,"FOREST LAKE MHC","MICHIGAN MHC INC","17147 148TH AVENUE, SPRING LAKE, MI 49456","49456","17147 148TH ST, SPRING LAKE, MI 49456-9514","OTTAWA","No Phone","221","05/14/2007","MARCUS ZEILSTRA","6309410170","MVZEILSTRA@GMAIL.COM","088","31",43.080286198799,-86.156554448491
"913","1201519","Issued",2027-10-01,"PONTALUNA SHORES","PONTALUNA SHORES MHC LLC","1281 E PONTALUNA ROAD, SPRING LAKE MI 49456","49456","500 WESTOVER DRIVE #5358, SANFORD, NC 27330","MUSKEGON","2317988175","143","01/16/2018","STEWART WINKLER","7604819096","noel@avantcommunity.com","088","32",43.129531807792,-86.213146544161
"914","1201862","Issued",2027-10-01,"COUNTRY ESTATES MOBILE HOME COMMUNITY","NP SPRING LAKE LLC","14700 STATE ROAD, SPRING LAKE MI 49456","49456","38505 WOODWARD AVE, STE. 275, BLOOMFIELD HILLS, MI 48304","OTTAWA","2483551550","255","08/19/2021","JORDAN NODEL","2483551550","patty@nodelparks.com","088","31",43.086338477715,-86.15284252267
"915","1200409","Issued",2027-10-01,NA,"TIMBERLINE ESTATES MOBILE HOME PARK","2315 EAST RIVER ROAD, TWIN LAKE, MI 49457","49457","PO BOX 5040, MUSKEGON, MI 49445","MUSKEGON","2317441616","302","04/06/1979","CHRIS BOGNER","2317441616",NA,"087","32",43.294866478145,-86.185551173529
"916","1201549","Issued",2027-10-01,"WEST OLIVE ESTATES","YES WEST OLIVE LLC","8930 146TH AVENUE, WEST OLIVE MI 49460","49460","5050 S SYRACUSE ST STE 1200, DENVER, CO 80237","OTTAWA","6163998863","750","07/17/2018","JOSHUA SONNE","3034837300","businesslicensing@yescommunities.com","088","31",42.930984680043,-86.146835883216
"917","1200513","Expired",2024-10-01,NA,"CRYSTAL DOWNS MHC, LLC","2701 CRYSTAL LAKE ROAD, WHITEHALL, MI 49461","49461","217 PIERCE STE 209, BIRMINGHAM, MI 48009","MUSKEGON","No Phone","104","04/05/1979","ARA DARAKJIAN","2483569900","ara.d@residentsfirst.co","102","32",43.398072353284,-86.309017746853
"918","1201761","Issued",2027-10-01,"EDGEWOOD MANUFACTURED HOME COMMUNITY","MARETI INVESTMENTS LLC","7415 WHITEHALL ROAD, MUSKEGON MI 49461","49461","4211 GLEN HOLLOW DRIVE, HUDSONVILLE, MI 49426","MUSKEGON","2318936770","65","05/12/2020","SCOTT VAN DOESELAAR","3109954071","VANDOE@VERIZON.NET","102","32",43.392387998007,-86.299550387217
"919","1200442","Issued",2027-10-01,"MAPLE VIEW","MAPLE PARKS LLC","1984 92ND AVENUE, ZEELAND, MI 49464","49464","1984 92ND AVE, ZEELAND, MI 49464","OTTAWA","6163967788","93","05/20/2024","THOMAS J ELHART","6163967788",NA,"085","31",42.804644421118,-86.008442279887
"920","1201074","Issued",2027-10-01,"MAPLE VALLEY OF ZEELAND","MAPLE PARKS LLC","1901 88TH AVENUE, ZEELAND, MI 49464","49464","1015 OAK LANE, GRAND HAVEN, MI 49417","OTTAWA","6163967788","161","09/22/1988","THOMAS ELHART","6163967788","tomelhart@gmail.com","085","31",42.803469739297,-86.001009124332
"921","1201142","Issued",2027-10-01,"LOGAN ESTATES","HERTEL LAND COMPANY, LC","8697 RILEY STREET, ZEELAND, MI 49464","49464","8697 RILEY ST, ZEELAND, MI 49464","OTTAWA","616-546-9200","378","12/01/1993","DAN DYKGRAAF","6167488470",NA,"085","31",42.827335280751,-85.996612229383
"922","1200076","Issued",2027-10-01,NA,"ASPEN-ALPINE PROJECT, LLC","3800 FRUIT RIDGE ROAD, GRAND RAPIDS, MI 49504","49504","27777 FRANKLIN RD STE 300, SOUTHFIELD, MI 48034","KENT","2482082500","403","01/31/1979","BRUCE THELEN","2482082500","LICENSING@SUNCOMMUNITIES.COM","090","30",43.034560989139,-85.761419043765
"923","1200082","Issued",2027-10-01,NA,"APPLETREE ESTATES ASSOCIATES, LLC","1061 WILSON AVENUE, WALKER, MI 49504","49504","31200 NORTHWESTERN HWY, FARMINGTON HILLS, MI 48334","KENT","2486260737","238","02/01/1979","JOEL BROWN","2486260737",NA,"084","30",42.984008306164,-85.779284986565
"924","1200518","Issued",2027-10-01,NA,"OAKWOOD HEIGHTS MOBILE HOME PARK, LTD","1625 VINECROFT NW, GRAND RAPIDS, MI 49504","49504","1625 VINECROFT NW, WALKER, MI 49544","KENT","6167850624","43","05/11/1979","DEAN SEIN","6167850624",NA,"084","30",43.005050822629,-85.709322665683
"925","1200064","Issued",2027-10-01,"GRAND MOBILE VILLAGE","ASPEN GRAND PROJECT LLC","6500 DIVISION AVENUE, GRAND RAPIDS, MI 49508","49508","27777 FRANKLIN RD STE 300, SOUTHFIELD, MI 48034","KENT","No Phone","328","01/09/1979","BRUCE THELEN","2482082500","LICENSING@SUNCOMMUNITIES.COM","079","20",42.846322931743,-85.661059080465
"926","1200140","Issued",2027-10-01,NA,"SUN CUTLER LLC A MICHIGAN LLC","6471 SO. DIVISION, GRAND RAPIDS, MI 49508","49508","27777 FRANKLIN RD STE 300, SOUTHFIELD, MI 48034","KENT","No Phone","284","02/02/1979","BRUCE THELEN","2482082500","LICENSING@SUNCOMMUNITIES.COM","083","20",42.846993986912,-85.664289968863
"927","1200165","Issued",2027-10-01,NA,"WINDMILL POINTE MHC LLC","588 48TH SE, KENTWOOD MI 49508","49508","4893 ROCHESTER RD SUITE D, TROY, MI 48085","KENT","No Phone","334","02/06/1979","WILLIAM T CONNELL","6165385750",NA,"080","29",42.876222144289,-85.650664263242
"928","1200914","Issued",2027-10-01,"PINEBROOK VILLAGE","PINEBROOK VILLAGE MOBILE HOME PARK LLC","444 BELLEWOOD, SE, GRAND RAPIDS, MI 49508","49508","27777 FRANKLIN RD STE 300, SOUTHFIELD, MI 48034","KENT","No Phone","185","10/12/1979","BRUCE THELEN","2482082500","LICENSING@SUNCOMMUNITIES.COM","080","29",42.861090168758,-85.653765064503
"929","1201009","Issued",2027-10-01,"BROOKSHIRE MEADOWS","BROOKSHIRE MEADOWS EAST, INC","7635 QUAIL RUN, GRAND RAPIDS, MI 49508","49508","PO BOX 989, JENISON, MI 49429-0989","KENT","6164556120","303","12/28/1982","DAVID MAIER","616 299 7731","BROOKSHIREMEADOWS@GMAIL.COM","079","20",42.825850556367,-85.658444806369
"930","1201352","Issued",2027-10-01,"CAMELOT MANOR MHC","FSI CAMELOT MANOR PROPERTY LLC","6263 DIVISION AVE S, GRAND RAPIDS MI 49508","49508","5050 S SYRACUSE ST., STE. 1200, DENVER, CO 80237","KENT","No Phone","335","11/19/2015","JOSH SONNE","3034837300","businesslicensing@yescommunities.com","083","20",42.850340479661,-85.663797222617
"931","1202061","Issued",2027-10-01,NA,"FP EASTERN VILLA LLC","3665 EASTERN AVE SE, WYOMING MI 49508","49508","516 CHERRY STREET SE, GRAND RAPIDS, MI 49503","KENT","6166088918","43","10/20/2023","LISA VALK","6166088918","lisav@familypromisegr.org","083","29",42.896653410465,-85.646432910881
"932","1200712","Issued",2027-10-01,NA,"COUNTRY ESTATES OWNER LLC","4461 CLYDE PARK SW, GRAND RAPIDS, MI 49509","49509","4893 ROCHESTER RD STE D, TROY, MI 48085","KENT","No Phone","160","07/13/1979","WILLIAM CONNELL","2486499964","wtconnell@comcast.net; w.massie@aol.com","083","29",42.882978796439,-85.686500587355
"933","1201660","Issued",2027-10-01 09:51:10,NA,"CREEKSIDE ESTATES LE LLC","5100 CLYDE PARK AVE, WYOMING MI 49509","49509","6905 TELEGRAPH RD  STE 325, BLOOMFIELD HILLS, MI 48301","KENT","2482780806","165","05/14/2019","SHANNON MARSHALL","2483312479","SMARSHALL@BLANKFAMILYCOMMUNITIES.COM","083","29",42.870819588597,-85.682960825825
"934","1201097","Issued",2027-10-01,"BROOKSIDE VILLAGE","BROOKSIDE VILLAGE MOBILE HOME PARK LLC","3130 SLATER AVENUE, GRAND RAPIDS, MI 49512","49512","27777 FRANKLIN RD STE 300, SOUTHFIELD, MI 48034","KENT","No Phone","196","12/14/1989","BRUCE THELEN","2482082500","LICENSING@SUNCOMMUNITIES.COM","080","29",42.906605327924,-85.559096413459
"935","1201438","Issued",2027-10-01,NA,"FSI FERRAND ESTATES PROPERTY LLC","4528 HALIFAX AVE., SOUTHWEST, WYOMING MI 49519","49519","5050 S SYRACUSE STREET, STE. 1200, DENVER, CO 80237","KENT","2487783198","420","12/05/2016","JOSH SONNE","248-778-33200","legal@yescommunities.com","083","29",42.882315117345,-85.730183713944
"936","1201512","Expired",2024-10-01,NA,"LAMBERTON LAKE MHC","1525 E LAMBERTON LAKE DRIVE, GRAND RAPIDS MI 49525","49525","10221 RIVER RD #59831, POTOMAC, MD 20859","KENT","6164064783","52","12/14/2017","AUSTIN BERK","2028386471","austin@bedrockmhc.com","081","30",43.023476775791,-85.631306439776
"937","1201707","Issued",2027-10-01,NA,"HILLTOP MHC MI LLC","3750 MAYFIELD AVE ME, GRAND RAPIDS MI 49525","49525","9515 HILLWOOD DR, LAS VEGAS, NV 89134","KENT","7025416379","124","10/25/2019","EMILY WISURI","7025416379","COMPLIANCE@OSPREY-MANAGEMENT.COM","081","30",43.031956312727,-85.630736623719
"938","1201698","Issued",2027-10-01,NA,"MC LEONARD GARDENS PROPERTY LLC","4524 LEONARD STREET NW, GRAND RAPIDS MI 49534","49534","5050 S SYRACUSE STREET, STE. 1200, DENVER, CO 80237","KENT","2487783198","323","09/19/2019","JOSH SONNE","3034837300","businesslicensing@yescommunites.com","084","30",42.986461102491,-85.780333143557
"939","1200987","Expired",2024-10-01,NA,"TALLMADGE MEADOWS MHC LLC","011630 14TH AVE, GRAND RAPIDS MI 49544","49544","217 PIERCE STE 209, BIRMINGHAM, MI 48009","OTTAWA","No Phone","107","05/01/1981","ARA DARAKJIAN","2483569900",NA,"089","30",42.980501024509,-85.819098188458
"940","1200610","Issued",2027-10-01,NA,"ASPEN-BRENTWOOD PROJECT LLC","198 FESCUE S.E., KENTWOOD, MI 49548","49548","27777 FRANKLIN RD STE 300, SOUTHFIELD, MI 48034","KENT","2482082500","195","05/29/1979","BRUCE THELEN","2482082500","LICENSING@SUNCOMMUNITIES.COM","080","29",42.856342281614,-85.659229981554
"941","1200637","Issued",2027-10-01,NA,"PARIS ESTATES LLC","310 48TH STREET, S.E., GRAND RAPIDS, MI 49548","49548","4893 ROCHESTER RD STE D, TROY, MI 48085","KENT","No Phone","155","06/19/1979","WILLIAM CONNELL","6165385870","wtconnell@comcast.net","080","29",42.874651207996,-85.657249924567
"942","1200913","Issued",2027-10-01,"SOUTHWOOD VILLAGE","SOUTHWOOD VILLAGE MOBILE HOME PARK LLC","440 60TH ST SE, GRAND RAPIDS MI 49548","49548","27777 FRANKLIN RD STE 300, SOUTHFIELD, MI 48034","KENT","No Phone","394","10/12/1979","BRUCE THELEN","2482082500","LICENSING@SUNCOMMUNITIES.COM","079","20",42.85239251929,-85.653491898278
"943","1201415","Issued",2027-10-01,"MAPLEWOOD MOBILE HOME COMMUNITY","NP MAPLEWOOD LLC","50 INCA DRIVE SW, GRAND RAPIDS MI 49548","49548","38505 WOODWARD AVE STE 275, BLOOMFIELD HILLS, MI 48304","KENT","6162810680","115","07/14/2016","JORDAN NODEL","2483551550","jordan@nodelparks.com","083","20",42.844792019038,-85.665112317384
"944","1201564","Issued",2027-10-01,"PRESCOTT COMMUNITY","YES PRESCOTT LLC","7283 DIVISION AVENUE SOUTH, GRAND RAPIDS MI 49548","49548","5050 S SYRACUSE ST STE 1200, DENVER, CO 80237","KENT","6164551696","178","08/28/2018","JOSHUA SONNE","248-744-4211","businesslicensing@yescommunities.com","083","20",42.834618945063,-85.669324559006
"945","1201824","Issued",2027-10-01,NA,"CC KENTWOOD PROPERTY LLC","6122 DIVISION AVE, GRAND RAPIDS MI 49548","49548","PO BOX 7008, BLOOMFIELD HILLS, MI 48302","KENT","6165327965","190","03/26/2021","JEFFREY DAVIDSON","2487783198","jdavidson@cambiomhc.com","079","20",42.852875945555,-85.658554903073
"946","1201825","Issued",2027-10-01,NA,"CC GREEN MEADOW PROPERTY LLC","6148 DIVISION AVE S, GRAND RAPIDS MI 49548","49548","PO BOX 7008, BLOOMFIELD HILLS, MI 48302","KENT","6165327965","156","03/26/2021","JEFFREY DAVIDSON","2487783198","jdavidson@cambiomhc.com","079","20",42.851588694775,-85.660482740803
"947","1201845","Issued",2027-10-01,NA,"PINEGATE MHP LLC","7805 S DIVISION, GRAND RAPIDS MI 49548","49548","PO BOX 891, ROYAL OAK, MI 48068","KENT","6164553420","151","06/24/2021","DAVID RUBY","2483018335","jdelmotte@gemstonecommunities.com","079","20",42.822539365302,-85.664139932796
"948","1201864","Issued",2027-10-01,NA,"HOLIDAY ESTATES MHC MI LLC","440 68TH STREET SW, GRAND RAPIDS MI 49548","49548","31200 NORTHWESTERN HWY, FARMINGTON HILLS, MI 48334","KENT","6164559130","205","08/24/2021","JOEL K BROWN","2486260737","licenses@rhp.com","083","20",42.839639746975,-85.674330566858
"949","1202062","Issued",2027-10-01,NA,"FP COUNTRY CORNERS LLC","6006 EASTERN AVE SE, GRAND RAPIDS MI 49548","49548","516 CHERRY STREET SE, GRAND RAPIDS, MI 49503","KENT","6166088918","49","10/20/2023","LISA VALK","6166088918","lisav@familypromisegr.org","079","20",42.853817526649,-85.643852206713
"950","1200711","Issued",2027-10-01,"COUNTRY ACRES MANUFACTURED HOME COMMUNITY","ASPEN COUNTRY PROJECT LLC","300 KRISTY JO, CADILLAC, MI 49601","49601","27777 FRANKLIN RD STE 300, SOUTHFIELD, MI 48034","WEXFORD","No Phone","182","10/21/2009","BRUCE THELEN","2482082500","LICENSING@SUNCOMMUNITIES.COM","101","36",44.248851592671,-85.440501228171
"951","1201090","Issued",2027-10-01,"PHEASANT RIDGE","PHEASANT RIDGE ESTATES, INC","364 MEADOW LANE, CADILLAC, MI 49601","49601","399 THISTLEWOOD DR, CADILLAC, MI 49601","WEXFORD","2317757210","196","08/14/1989","JANNA K WINN","2317757210",NA,"101","36",44.236198004445,-85.403297033814
"952","1202072","Issued",2027-10-01,NA,"CADILLAC LEISURE MHP LLC","114 B STREET, CADILLAC MI 49601","49601","4044 N Lincoln Ave Unit 469, CHICAGO, IL 60618","WEXFORD","3127228018","98","01/11/2024","JARED FALCONER","3127228018","jfalconer76@gmail.com","101","36",44.258851983705,-85.423579982213
"953","1201950","Issued",2027-10-01,"KAMPVILLA","WOODED BLISS LLC","16632 US 31, BEAR LAKE MI 49614","49614","9236 Elise Ave, Bear Lake, MI 49614","MANISTEE","2318643757","40","07/13/2022","CHAD TESTER","2484311394","chadatester@gmail.com","104","32",44.482932986916,-86.116233973818
"954","1201794","Issued",2027-10-01,"THE WOODS AT CRYSTAL LAKE","CRYSTAL LAKE MHC LLC","6747 ASH DRIVE, BENZONIA MI 49616","49616","129 E FRONT ST., 2ND FLOOR, TRAVERSE CITY, MI 49684","BENZIE","4433792525","47","10/30/2020","W TURNER BOOTH","4433792525","turner@manitoucommunities.com","104","32",44.624598005146,-86.104336029899
